data,catalyst,catalyst content,promote,promote content,preparation method, calcTemperature,calc Time,red Temperature,red Time,red H2,support1,support1_content,support2,support2_content,react Temperature,reac CH4,reac CO2,reac1,reac1_content,GHSV ,Time on stream,CH4 Conversion
809,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.97,MnO,0.03,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,60,46.2441
810,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.97,MnO,0.03,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,90,46.4789
811,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.97,MnO,0.03,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,120,46.4789
812,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.97,MnO,0.03,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,150,45.0704
813,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.97,MnO,0.03,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,180,44.6009
814,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.97,MnO,0.03,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,210,46.2441
815,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.97,MnO,0.03,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,240,45.0704
816,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.97,MnO,0.03,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,270,45.7746
817,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.97,MnO,0.03,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,300,44.3662
818,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.97,MnO,0.03,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,330,43.662
819,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.97,MnO,0.03,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,360,45.3052
820,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.95,MnO,0.05,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,45,59.1549
821,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.95,MnO,0.05,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,60,58.9202
822,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.95,MnO,0.05,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,90,58.9202
823,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.95,MnO,0.05,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,120,59.6244
824,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.95,MnO,0.05,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,150,58.216
825,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.95,MnO,0.05,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,180,58.216
826,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.95,MnO,0.05,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,210,58.4507
827,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.95,MnO,0.05,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,240,58.4507
828,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.95,MnO,0.05,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,270,57.5117
829,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.95,MnO,0.05,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,300,57.7465
830,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.95,MnO,0.05,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,330,59.8592
831,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.95,MnO,0.05,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,360,59.3897
832,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.9,MnO,0.1,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,45,57.9812
833,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.9,MnO,0.1,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,60,57.277
834,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.9,MnO,0.1,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,90,56.5728
835,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.9,MnO,0.1,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,120,55.8685
836,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.9,MnO,0.1,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,150,55.8685
837,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.9,MnO,0.1,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,180,55.6338
838,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.9,MnO,0.1,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,210,56.338
839,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.9,MnO,0.1,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,240,56.8075
840,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.9,MnO,0.1,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,270,55.3991
841,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.9,MnO,0.1,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,300,54.6948
842,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.9,MnO,0.1,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,330,54.9296
843,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.9,MnO,0.1,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,360,54.9296
844,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.85,MnO,0.15,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,45,47.6526
845,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.85,MnO,0.15,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,60,48.3568
846,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.85,MnO,0.15,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,90,49.2958
847,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.85,MnO,0.15,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,120,49.7653
848,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.85,MnO,0.15,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,150,49.7653
849,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.85,MnO,0.15,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,180,48.5915
850,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.85,MnO,0.15,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,210,49.7653
851,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.85,MnO,0.15,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,240,49.061
852,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.85,MnO,0.15,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,270,49.5305
853,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.85,MnO,0.15,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,300,48.3568
854,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.85,MnO,0.15,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,330,48.3568
855,Ni,13.5,K,2,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.85,MnO,0.15,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,360,49.061
856,Ni,13.5,0,0,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),1,0,0,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,45,72.5352
857,Ni,13.5,0,0,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),1,0,0,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,60,73.0047
858,Ni,13.5,0,0,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),1,0,0,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,90,72.77
859,Ni,13.5,0,0,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),1,0,0,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,120,72.77
860,Ni,13.5,0,0,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),1,0,0,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,150,71.831
861,Ni,13.5,0,0,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),1,0,0,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,180,70.1878
862,Ni,13.5,0,0,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),1,0,0,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,210,68.3099
863,Ni,13.5,0,0,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),1,0,0,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,240,67.3709
864,Ni,13.5,0,0,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),1,0,0,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,270,65.7277
865,Ni,13.5,0,0,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),1,0,0,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,300,69.9531
866,Ni,13.5,0,0,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),1,0,0,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,330,64.0845
867,Ni,13.5,0,0,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),1,0,0,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,360,69.0141
868,Ni,13.5,K,2,Wet impregnation,800,3,700,2,50,Al2O3(Gamma),1,0,0,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,45,68.6564
869,Ni,13.5,K,2,Wet impregnation,800,3,700,2,50,Al2O3(Gamma),1,0,0,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,60,68.8715
870,Ni,13.5,K,2,Wet impregnation,800,3,700,2,50,Al2O3(Gamma),1,0,0,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,90,67.2349
871,Ni,13.5,K,2,Wet impregnation,800,3,700,2,50,Al2O3(Gamma),1,0,0,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,120,67.2523
872,Ni,13.5,K,2,Wet impregnation,800,3,700,2,50,Al2O3(Gamma),1,0,0,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,150,67.0627
873,Ni,13.5,K,2,Wet impregnation,800,3,700,2,50,Al2O3(Gamma),1,0,0,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,180,67.2869
874,Ni,13.5,K,2,Wet impregnation,800,3,700,2,50,Al2O3(Gamma),1,0,0,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,210,67.3037
875,Ni,13.5,K,2,Wet impregnation,800,3,700,2,50,Al2O3(Gamma),1,0,0,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,240,68.1483
876,Ni,13.5,K,2,Wet impregnation,800,3,700,2,50,Al2O3(Gamma),1,0,0,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,270,67.9584
877,Ni,13.5,K,2,Wet impregnation,800,3,700,2,50,Al2O3(Gamma),1,0,0,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,300,67.9752
878,Ni,13.5,K,2,Wet impregnation,800,3,700,2,50,Al2O3(Gamma),1,0,0,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,330,67.3728
879,Ni,13.5,K,2,Wet impregnation,800,3,700,2,50,Al2O3(Gamma),1,0,0,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,360,67.3899
880,Ni,13.5,0,0,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.9,CeO2,0.1,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,45,62.4549
881,Ni,13.5,0,0,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.9,CeO2,0.1,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,60,62.877
882,Ni,13.5,0,0,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.9,CeO2,0.1,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,90,62.4804
883,Ni,13.5,0,0,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.9,CeO2,0.1,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,120,62.7045
884,Ni,13.5,0,0,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.9,CeO2,0.1,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,150,62.722
885,Ni,13.5,0,0,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.9,CeO2,0.1,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,180,63.3589
886,Ni,13.5,0,0,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.9,CeO2,0.1,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,210,62.9629
887,Ni,13.5,0,0,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.9,CeO2,0.1,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,240,63.1871
888,Ni,13.5,0,0,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.9,CeO2,0.1,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,270,63.2039
889,Ni,13.5,0,0,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.9,CeO2,0.1,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,300,63.6344
890,Ni,13.5,0,0,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.9,CeO2,0.1,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,330,63.6512
891,Ni,13.5,0,0,Wet impregnation,550,3,700,2,50,Al2O3(Gamma),0.9,CeO2,0.1,700,34.48275862,34.48275862,reac N2 %vol,31.03448276,21.05263158,360,64.4962
892,Ni,10,0,0,Incipient to wetness impregnation,850,4,327,2.5,100,¦Á-Al2O3(Alpha),1,0,0,550,50,50,NULL,0,1.472284249,420,6
893,Ni,10,0,0,Incipient to wetness impregnation,850,4,327,2.5,100,Al2O3(Gamma),1,0,0,550,50,50,NULL,0,1.472284249,420,8.3
894,Ni,10,0,0,Incipient to wetness impregnation,650,1,327,2.5,100,ZrO2,1,0,0,550,50,50,NULL,0,1.472284249,420,9.6
895,Ni,10,K,0.5,Wet impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,12,3.01475
896,Ni,10,K,0.5,Wet impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,29,3.70093
897,Ni,10,K,0.5,Wet impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,146,4.10791
898,Ni,10,K,0.5,Wet impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,165,4.01781
899,Ni,10,K,0.5,Wet impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,199,4.01086
900,Ni,10,K,0.5,Wet impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,225,4.00558
901,Ni,10,K,0.5,Wet impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,288,3.99264
902,Ni,10,K,0.5,Wet impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,306,3.98903
903,Ni,10,K,0.5,Wet impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,326,3.89865
904,Ni,10,K,0.5,Wet impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,348,3.98027
905,Ni,10,K,0.5,Wet impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,369,3.97596
906,Ni,10,K,0.5,Wet impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,395,3.88433
907,Ni,10,K,0.5,Wet impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,415,3.88016
908,Ni,10,Li,0.5,Wet impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,15,2.66923
909,Ni,10,Li,0.5,Wet impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,40,3.44008
910,Ni,10,Li,0.5,Wet impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,60,3.43577
911,Ni,10,Li,0.5,Wet impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,92,3.68786
912,Ni,10,Li,0.5,Wet impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,130,3.50766
913,Ni,10,Li,0.5,Wet impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,220,3.57551
914,Ni,10,Li,0.5,Wet impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,237,3.39962
915,Ni,10,Li,0.5,Wet impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,276,3.39156
916,Ni,10,Li,0.5,Wet impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,298,3.38711
917,Ni,10,Li,0.5,Wet impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,344,3.37765
918,Ni,10,Li,0.5,Wet impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,372,3.45816
919,Ni,10,Li,0.5,Wet impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,402,3.45204
920,Ni,10,0,0,Incipient to wetness impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,16,5.08289
921,Ni,10,0,0,Incipient to wetness impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,35,10.4238
922,Ni,10,0,0,Incipient to wetness impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,52,11.5411
923,Ni,10,0,0,Incipient to wetness impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,82,11.7074
924,Ni,10,0,0,Incipient to wetness impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,99,11.5315
925,Ni,10,0,0,Incipient to wetness impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,116,11.4418
926,Ni,10,0,0,Incipient to wetness impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,136,11.0928
927,Ni,10,0,0,Incipient to wetness impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,158,10.6573
928,Ni,10,0,0,Incipient to wetness impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,220,10.1273
929,Ni,10,0,0,Incipient to wetness impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,245,9.9497
930,Ni,10,0,0,Incipient to wetness impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,266,9.68691
931,Ni,10,0,0,Incipient to wetness impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,293,9.76728
932,Ni,10,0,0,Incipient to wetness impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,313,9.41855
933,Ni,10,0,0,Incipient to wetness impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,334,9.4141
934,Ni,10,0,0,Incipient to wetness impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,356,9.23738
935,Ni,10,0,0,Incipient to wetness impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,376,9.06079
936,Ni,10,0,0,Incipient to wetness impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,392,8.97125
937,Ni,10,0,0,Incipient to wetness impregnation,650,1,327,2.5,100,CeO2,1,0,0,550,50,50,NULL,0,1.472284249,412,8.96722
938,Ni,5,0,0,Wet impregnation,400,3,800,1,10,CeO2,1,0,0,700,50,50,NULL,0,2,38.0102,24.7368
939,Ni,5,0,0,Wet impregnation,400,3,800,1,10,CeO2,1,0,0,700,50,50,NULL,0,2,85.09,23.6842
940,Ni,5,0,0,Wet impregnation,400,3,800,1,10,CeO2,1,0,0,700,50,50,NULL,0,2,151.67,23.6842
941,Ni,5,0,0,Wet impregnation,400,3,800,1,10,CeO2,1,0,0,700,50,50,NULL,0,2,210.403,23.8596
942,Ni,5,0,0,Wet impregnation,400,3,800,1,10,CeO2,1,0,0,700,50,50,NULL,0,2,1158.38,21.4035
943,Ni,5,0,0,Wet impregnation,400,3,800,1,10,CeO2,1,0,0,700,50,50,NULL,0,2,1205.39,21.2281
944,Ni,5,0,0,Wet impregnation,400,3,800,1,10,CeO2,1,0,0,700,50,50,NULL,0,2,1271.98,21.0526
945,Ni,5,0,0,Wet impregnation,400,3,800,1,10,CeO2,1,0,0,700,50,50,NULL,0,2,1346.42,20.7018
946,Ni,5,0,0,Wet impregnation,400,3,800,1,10,CeO2,1,0,0,700,50,50,NULL,0,2,1432.6,20.5263
947,Ni,5,0,0,Wet impregnation,400,3,800,1,10,CeO2,0.80735,ZrO2,0.19265,700,50,50,NULL,0,2,36.1275,48.7719
948,Ni,5,0,0,Wet impregnation,400,3,800,1,10,CeO2,0.80735,ZrO2,0.19265,700,50,50,NULL,0,2,87.2338,46.3158
949,Ni,5,0,0,Wet impregnation,400,3,800,1,10,CeO2,0.80735,ZrO2,0.19265,700,50,50,NULL,0,2,153.923,44.9123
950,Ni,5,0,0,Wet impregnation,400,3,800,1,10,CeO2,0.80735,ZrO2,0.19265,700,50,50,NULL,0,2,212.753,43.8596
951,Ni,5,0,0,Wet impregnation,400,3,800,1,10,CeO2,0.80735,ZrO2,0.19265,700,50,50,NULL,0,2,1165.08,35.7895
952,Ni,5,0,0,Wet impregnation,400,3,800,1,10,CeO2,0.80735,ZrO2,0.19265,700,50,50,NULL,0,2,1227.81,34.9123
953,Ni,5,0,0,Wet impregnation,400,3,800,1,10,CeO2,0.80735,ZrO2,0.19265,700,50,50,NULL,0,2,1314.02,34.386
954,Ni,5,0,0,Wet impregnation,400,3,800,1,10,CeO2,0.80735,ZrO2,0.19265,700,50,50,NULL,0,2,1431.57,33.6842
955,Ni,5,0,0,Wet impregnation,400,3,800,1,10,CeO2,0.52326,ZrO2,0.47674,700,50,50,NULL,0,2,36.3474,45.9649
956,Ni,5,0,0,Wet impregnation,400,3,800,1,10,CeO2,0.52326,ZrO2,0.47674,700,50,50,NULL,0,2,87.4261,43.8596
957,Ni,5,0,0,Wet impregnation,400,3,800,1,10,CeO2,0.52326,ZrO2,0.47674,700,50,50,NULL,0,2,154.143,42.1053
958,Ni,5,0,0,Wet impregnation,400,3,800,1,10,CeO2,0.52326,ZrO2,0.47674,700,50,50,NULL,0,2,213.082,39.6491
959,Ni,5,0,0,Wet impregnation,400,3,800,1,10,CeO2,0.52326,ZrO2,0.47674,700,50,50,NULL,0,2,1181.08,31.5789
960,Ni,5,0,0,Wet impregnation,400,3,800,1,10,CeO2,0.52326,ZrO2,0.47674,700,50,50,NULL,0,2,1329.93,31.2281
961,Ni,5,0,0,Wet impregnation,400,3,800,1,10,CeO2,0.52326,ZrO2,0.47674,700,50,50,NULL,0,2,1392.62,30.8772
962,Ni,5,0,0,Wet impregnation,400,3,800,1,10,CeO2,0.52326,ZrO2,0.47674,700,50,50,NULL,0,2,1435.73,30.5263
963,Ni,5,0,0,Wet impregnation,400,3,800,1,10,CeO2,0.352,ZrO2,0.648,700,50,50,NULL,0,2,35.9764,50.7018
964,Ni,5,0,0,Wet impregnation,400,3,800,1,10,CeO2,0.352,ZrO2,0.648,700,50,50,NULL,0,2,86.9314,50.1754
965,Ni,5,0,0,Wet impregnation,400,3,800,1,10,CeO2,0.352,ZrO2,0.648,700,50,50,NULL,0,2,157.51,49.1228
966,Ni,5,0,0,Wet impregnation,400,3,800,1,10,CeO2,0.352,ZrO2,0.648,700,50,50,NULL,0,2,220.297,47.5439
967,Ni,5,0,0,Wet impregnation,400,3,800,1,10,CeO2,0.352,ZrO2,0.648,700,50,50,NULL,0,2,1153.04,39.4737
968,Ni,5,0,0,Wet impregnation,400,3,800,1,10,CeO2,0.352,ZrO2,0.648,700,50,50,NULL,0,2,1211.8,39.2982
969,Ni,5,0,0,Wet impregnation,400,3,800,1,10,CeO2,0.352,ZrO2,0.648,700,50,50,NULL,0,2,1297.99,38.9474
970,Ni,5,0,0,Wet impregnation,400,3,800,1,10,CeO2,0.352,ZrO2,0.648,700,50,50,NULL,0,2,1364.61,38.4211
971,Ni,5,0,0,Wet impregnation,400,3,800,1,10,CeO2,0.352,ZrO2,0.648,700,50,50,NULL,0,2,1431.25,37.7193
972,Ni,5,0,0,Wet impregnation,400,3,800,1,10,CeO2,1,0,0,700,50,50,NULL,0,2,1260,20.8537
973,Ni,5,0,0,Wet impregnation,400,3,800,1,10,CeO2,0.80735,ZrO2,0.19265,700,50,50,NULL,0,2,1260,34.7561
974,Ni,5,0,0,Wet impregnation,400,3,800,1,10,CeO2,0.52326,ZrO2,0.47674,700,50,50,NULL,0,2,1260,31.0976
